10.5699/modelangrevi.106.2.0621,10.5699/modelangrevi.106.2.0621	,Review	,Roger Cockrell	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 621-622	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.2.0556,10.5699/modelangrevi.106.2.0556	,Review	,Sanja Perovic	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 556-557	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.107.1.0312,10.5699/modelangrevi.107.1.0312	,Review	,Jennifer Gosetti-Ferencei	,The Modern Language Review	,107	,1	,2012-01-01T00:00:00Z	,pp. 312-313	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0214,10.5699/modelangrevi.106.1.0214	,Review	,Jane Walling	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 214-216	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.4.1135,10.5699/modelangrevi.106.4.1135	,Review	,Pól Ó Dochartaigh	,The Modern Language Review	,106	,4	,2011-10-01T00:00:00Z	,pp. 1135-1136	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0242,10.5699/modelangrevi.106.1.0242	,Review	,Richard Foulkes	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 242-243	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.2.0510,10.5699/modelangrevi.106.2.0510	,Review	,Martin Munro	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 510-511	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.4.1138,10.5699/modelangrevi.106.4.1138	,Review	,Tom Charlton	,The Modern Language Review	,106	,4	,2011-10-01T00:00:00Z	,pp. 1138-1139	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.2.0588,10.5699/modelangrevi.106.2.0588	,Review	,Carolin Duttlinger	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 588-593	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.4.1184,10.5699/modelangrevi.106.4.1184	,Review	,Regina Sachers	,The Modern Language Review	,106	,4	,2011-10-01T00:00:00Z	,pp. 1184-1186	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0249,10.5699/modelangrevi.106.1.0249	,Review	,Victoria Bazin	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 249-250	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0260,10.5699/modelangrevi.106.1.0260	,Review	,Louise Crowther	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 260-261	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.2.0560,10.5699/modelangrevi.106.2.0560	,Review	,Derek Connon	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 560-561	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.2.0579,10.5699/modelangrevi.106.2.0579	,Review	,David Pugh	,The Modern Language Review	,106	,2	,2011-04-01T00:00:00Z	,pp. 579-581	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.3.0859,10.5699/modelangrevi.106.3.0859	,Review	,Daniel Cook	,The Modern Language Review	,106	,3	,2011-07-01T00:00:00Z	,pp. 859-860	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.3.0881,10.5699/modelangrevi.106.3.0881	,Review	,Emma Wagstaff	,The Modern Language Review	,106	,3	,2011-07-01T00:00:00Z	,pp. 881-882	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0223,10.5699/modelangrevi.106.1.0223	,Review	,Andrew Breeze	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 223-224	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.107.1.0330,10.5699/modelangrevi.107.1.0330	,Review	,Ritchie Robertson	,The Modern Language Review	,107	,1	,2012-01-01T00:00:00Z	,pp. 330-331	,Modern Humanities Research Association	,fla	,	,
10.5699/modelangrevi.106.1.0292,10.5699/modelangrevi.106.1.0292	,Review	,Ian Wallace	,The Modern Language Review	,106	,1	,2011-01-01T00:00:00Z	,pp. 292-294	,Modern Humanities Research Association	,fla	,	,
